"","Week","Pos","Team","fdsal_weighted","fdpts_sum"
"618",6,"QB","car",6900,11.44
"619",6,"QB","chi",6900,17.32
"620",6,"QB","cin",7100,17.72
"621",6,"QB","cle",6797.80219125709,9.1
"622",6,"QB","dal",7000,13.04
"623",6,"QB","den",6700,5.46
"624",6,"QB","det",7300,13.32
"625",6,"QB","gnb",8399.99995862069,5.8
"626",6,"QB","hou",8200,32
"627",6,"QB","ind",6800,25.74
"628",6,"QB","jac",7200,18.62
"629",6,"QB","kan",9000,20.6
"630",6,"QB","lar",7700,15.92
"631",6,"QB","mia",7376.52173286389,18.4
"632",6,"QB","min",7100,26.72
"633",6,"QB","nwe",8000,19.98
"634",6,"QB","nyg",6700,14.88
"635",6,"QB","nyj",6500,6.44
"636",6,"QB","phi",6904.6740442517,32.52
"637",6,"QB","pit",7608.79119397818,10.92
"638",6,"QB","sfo",6600,23.52
"639",6,"QB","tam",7479.78435674145,14.84
"640",6,"QB","ten",7300,29.56
"641",6,"QB","was",6400,17
"642",6,"RB","ari",6089.30817585341,31.8
"643",6,"RB","atl",5847.22220216049,14.4
"644",6,"RB","bal",4927.58620732461,14.5
"645",6,"RB","buf",6133.33326777778,6
"646",6,"RB","car",6718.30983341599,14.2
"647",6,"RB","chi",5899.99998803419,11.7
"648",6,"RB","cin",5921.07437287924,24.2
"649",6,"RB","cle",6292.78346524604,9.7
"650",6,"RB","dal",7437.06291320847,14.3
"651",6,"RB","den",5048.52941105104,13.6
"652",6,"RB","det",5405.66502384977,40.6
"653",6,"RB","gnb",7195.02760560728,18.1
"654",6,"RB","hou",6207.99996778667,15
"655",6,"RB","ind",6671.50535959938,18.6
"656",6,"RB","jac",6150.30672085137,16.3
"657",6,"RB","kan",6358.65383853858,31.2
"658",6,"RB","lar",5913.17828496485,12.9
"659",6,"RB","mia",5516.21620289262,18.5
"660",6,"RB","min",6112.06890778835,5.8
"661",6,"RB","nwe",5326.06060361065,16.5
"662",6,"RB","nyg",5444.15581718671,7.7
"663",6,"RB","nyj",4778.65168406767,17.8
"664",6,"RB","phi",7180.88229762111,13.6
"665",6,"RB","pit",6174.43606965346,26.6
"666",6,"RB","sfo",5743.67815129475,17.4
"667",6,"RB","tam",5636.72130685192,30.5
"668",6,"RB","ten",8304.72101520566,46.6
"669",6,"RB","was",5257.35293886246,20.4
"670",6,"TE","ari",4300,0
"671",6,"TE","atl",5400,13.7
"672",6,"TE","bal",4880.5755535169,13.9
"673",6,"TE","buf",4499.99996666667,1.2
"674",6,"TE","car",4379.9999976,2.5
"675",6,"TE","chi",4614.76509970272,14.9
"676",6,"TE","cin",4700,0
"677",6,"TE","cle",5024.76189834014,10.5
"678",6,"TE","dal",5199.99998363636,5.5
"679",6,"TE","den",4499.99999818182,5.5
"680",6,"TE","det",5607.36841142382,9.5
"681",6,"TE","gnb",6199.99991250001,4
"682",6,"TE","hou",5100,17.5
"683",6,"TE","ind",4759.36395788435,28.3
"684",6,"TE","jac",4500,0
"685",6,"TE","kan",7900,19
"686",6,"TE","lar",5291.15043997964,11.3
"687",6,"TE","mia",4164.61539182643,19.5
"688",6,"TE","min",4378.9808919875,15.7
"689",6,"TE","nwe",4100,3.3
"690",6,"TE","nyg",4957.14285408163,7
"691",6,"TE","nyj",4100.00002222222,2.7
"692",6,"TE","phi",5256.56565542292,9.9
"693",6,"TE","pit",5199.99994736843,1.9
"694",6,"TE","sfo",6899.9999872549,20.4
"695",6,"TE","tam",4990.64327379365,17.1
"696",6,"TE","ten",4509.090914207,23.1
"697",6,"TE","was",4800,11.7
"698",6,"WR","ari",6313.39284831261,33.6
"699",6,"WR","atl",7837.20506275276,55.1
"700",6,"WR","bal",5438.06816937306,17.6
"701",6,"WR","buf",6087.5886371435,28.2
"702",6,"WR","car",6497.42485972296,23.3
"703",6,"WR","chi",5942.1686466686,16.6
"704",6,"WR","cin",5523.30096543736,41.2
"705",6,"WR","cle",5318.45237623654,16.8
"706",6,"WR","dal",6738.1766265217,35.1
"707",6,"WR","den",5426.16277714643,17.2
"708",6,"WR","det",6443.36733125781,19.6
"709",6,"WR","gnb",7400.62887482299,15.9
"710",6,"WR","hou",6030.12551600287,47.8
"711",6,"WR","ind",4809.48012340244,32.7
"712",6,"WR","jac",5878.62068450654,29
"713",6,"WR","kan",5734.73683961219,19
"714",6,"WR","lar",5889.41605274788,27.4
"715",6,"WR","mia",5411.65047538882,20.6
"716",6,"WR","min",6213.5999948912,50
"717",6,"WR","nwe",5323.13431213801,10.72
"718",6,"WR","nyg",5742.65732538021,14.3
"719",6,"WR","nyj",5642.78605813965,20.1
"720",6,"WR","phi",5122.34956787465,34.9
"721",6,"WR","pit",5260.00000264615,32.5
"722",6,"WR","sfo",5402.34113106453,29.9
"723",6,"WR","tam",6393.56724053897,17.1
"724",6,"WR","ten",5537.04544889721,44
"725",6,"WR","was",5428.20512262492,31.2
"726",7,"QB","ari",8400,38.1
"727",7,"QB","atl",7800,17.52
"728",7,"QB","buf",8800,16.38
"729",7,"QB","car",6800,19.16
"730",7,"QB","chi",6800,8.44
"731",7,"QB","cin",7100,34.64
"732",7,"QB","cle",7000,30.78
"733",7,"QB","dal",6837.20929313142,5.16
"734",7,"QB","den",6899.99999465241,14.96
"735",7,"QB","det",7300,18.4
"736",7,"QB","gnb",8107.7149077317,27.22
"737",7,"QB","hou",8000,24.16
"738",7,"QB","jac",7200,19.02
"739",7,"QB","kan",7965.06549710627,18.32
"740",7,"QB","lac",7501.56087017918,38.44
"741",7,"QB","lar",7500,16.86
"742",7,"QB","lvr",6900,20.26
"743",7,"QB","nor",7700,23.68
"744",7,"QB","nwe",7043.58973745343,4.68
"745",7,"QB","nyg",6600,21.68
"746",7,"QB","nyj",6700,2.8
"747",7,"QB","phi",7391.02209502056,28.96
"748",7,"QB","pit",7400,15.62
"749",7,"QB","sea",8700,32.92
"750",7,"QB","sfo",6600,9.48
"751",7,"QB","tam",7400,36.86
"752",7,"QB","ten",7300,17.3
"753",7,"QB","was",6700,16.86
"754",7,"RB","ari",5920.35398256324,22.6
"755",7,"RB","atl",6302.33461241503,25.7
"756",7,"RB","buf",5568.29267272457,16.4
"757",7,"RB","car",7379.71007334594,6.9
"758",7,"RB","chi",5999.99998404255,9.4
"759",7,"RB","cin",4782.81249861654,19.2
"760",7,"RB","cle",7063.3332947037,18
"761",7,"RB","dal",7971.08427574394,8.3
"762",7,"RB","den",6271.09004259114,21.1
"763",7,"RB","det",5992.63802774286,16.3
"764",7,"RB","gnb",4973.17072722189,20.5
"765",7,"RB","hou",5791.94310682599,21.1
"766",7,"RB","jac",6399.99998080808,29.7
"767",7,"RB","kan",6614.52511699385,17.9
"768",7,"RB","lac",6089.02437160916,16.4
"769",7,"RB","lar",5726.47057938293,20.4
"770",7,"RB","lvr",5824.99998583333,12
"771",7,"RB","nor",8320.08028240835,24.9
"772",7,"RB","nwe",5470.19866767686,15.1
"773",7,"RB","nyg",4846.00000210667,15
"774",7,"RB","nyj",4897.2972957195,18.5
"775",7,"RB","phi",4581.06796046988,20.6
"776",7,"RB","pit",6340.20097537183,19.9
"777",7,"RB","sea",5452.76595419647,23.5
"778",7,"RB","sfo",4895.08196745834,48.8
"779",7,"RB","tam",5765.78947018698,22.8
"780",7,"RB","ten",8838.88882905093,14.4
"781",7,"RB","was",5448.05653376618,28.3
"782",7,"TE","ari",4400,6.7
"783",7,"TE","atl",5600,9.8
"784",7,"TE","buf",4500,8.4
"785",7,"TE","car",4599.99996875,1.6
"786",7,"TE","chi",4693.38235088127,13.6
"787",7,"TE","cin",4700,7.7
"788",7,"TE","cle",4431.46853159812,28.6
"789",7,"TE","dal",5199.999971875,3.2
"790",7,"TE","den",5229.72973203068,14.8
"791",7,"TE","det",5899.99999097222,14.4
"792",7,"TE","gnb",4909.67742073361,12.4
"793",7,"TE","hou",4700,0
"794",7,"TE","jac",4300,4.7
"795",7,"TE","kan",7900,4.6
"796",7,"TE","lac",4756.000004704,12.5
"797",7,"TE","lar",4700,10.8
"798",7,"TE","lvr",6625.16553327486,15.1
"799",7,"TE","nor",5957.62708109739,11.8
"800",7,"TE","nwe",4100,1.3
"801",7,"TE","nyg",5699.99997974684,7.9
"802",7,"TE","nyj",4266.66666666667,0
"803",7,"TE","phi",4499.99999652174,11.5
"804",7,"TE","pit",4892.30768764793,10.4
"805",7,"TE","sea",4651.32743403555,11.3
"806",7,"TE","sfo",7099.999965,8
"807",7,"TE","tam",5359.37499738281,16
"808",7,"TE","ten",5541.93548761707,3.1
"809",7,"TE","was",5000,14
"810",7,"WR","ari",6701.84048075828,48.9
"811",7,"WR","atl",7636.8811638087,40.4
"812",7,"WR","buf",5746.71531613032,27.4
"813",7,"WR","car",6050.92023557153,48.9
"814",7,"WR","chi",5782.72725638017,22
"815",7,"WR","cin",5661.54660492712,56.64
"816",7,"WR","cle",4737.90776785256,35.56
"817",7,"WR","dal",7786.77677905881,12.1
"818",7,"WR","den",5117.75147521445,16.9
"819",7,"WR","det",6326.68710856826,32.6
"820",7,"WR","gnb",8114.8068395407,46.6
"821",7,"WR","hou",5756.24999536133,38.4
"822",7,"WR","jac",5412.12120821855,19.8
"823",7,"WR","kan",6428.38708276795,31
"824",7,"WR","lac",5714.92890598425,42.2
"825",7,"WR","lar",5965.7142802551,28
"826",7,"WR","lvr",5082.52427142363,30.9
"827",7,"WR","nor",4720.24539883135,32.6
"828",7,"WR","nwe",4858.33333825757,13.2
"829",7,"WR","nyg",5283.91608414103,28.6
"830",7,"WR","nyj",4643.50649339265,15.4
"831",7,"WR","phi",5463.36087718963,36.3
"832",7,"WR","pit",6045.50264449203,37.8
"833",7,"WR","sea",7068.80569683561,56.1
"834",7,"WR","sfo",5459.9173462827,24.2
"835",7,"WR","tam",6220.07796997975,51.3
"836",7,"WR","ten",6179.59182551541,39.2
"837",7,"WR","was",6768.86790657262,21.2
"838",8,"QB","atl",8000,18.94
"839",8,"QB","bal",8300,16.82
"840",8,"QB","buf",8200,13.46
"841",8,"QB","car",7288.14588695827,13.16
"842",8,"QB","chi",6695.04950335479,18.18
"843",8,"QB","cin",7600,18.86
"844",8,"QB","cle",7200,7.78
"845",8,"QB","dal",6500,5.4
"846",8,"QB","den",7000,20.82
"847",8,"QB","det",7200,23.44
"848",8,"QB","gnb",8400,22.54
"849",8,"QB","ind",6900,22.28
"850",8,"QB","kan",9141.69345368867,37.32
"851",8,"QB","lac",7700,23.22
"852",8,"QB","lar",7300,12.2
"853",8,"QB","lvr",7300,12.58
"854",8,"QB","mia",6800,5.72
"855",8,"QB","min",7100,10.4
"856",8,"QB","nor",7600,19.6
"857",8,"QB","nwe",7400,18.36
"858",8,"QB","nyg",6900,18.24
"859",8,"QB","nyj",6500,7.42
"860",8,"QB","phi",7454.09834874138,10.98
"861",8,"QB","pit",7100,15.28
"862",8,"QB","sea",8700,28.74
"863",8,"QB","sfo",6254.43787125801,20.28
"864",8,"QB","tam",7700,19.06
"865",8,"QB","ten",7500,18.32
"866",8,"RB","atl",6289.07101717878,18.3
"867",8,"RB","bal",4830.7692284869,27.3
"868",8,"RB","buf",5497.65100371492,29.8
"869",8,"RB","car",8399.99991097561,8.2
"870",8,"RB","chi",5725.40982663262,12.2
"871",8,"RB","cin",5519.23076782544,31.2
"872",8,"RB","cle",7650.50496462606,9.9
"873",8,"RB","dal",6855.26314167244,15.2
"874",8,"RB","den",6236.40350478416,22.8
"875",8,"RB","det",5340.71428984184,14
"876",8,"RB","gnb",6417.47571479404,20.6
"877",8,"RB","ind",4989.44954548544,43.6
"878",8,"RB","kan",6181.95487197128,13.3
"879",8,"RB","lac",5158.02139055592,37.4
"880",8,"RB","lar",5437.56613253828,18.9
"881",8,"RB","lvr",6635.12192711957,20.5
"882",8,"RB","mia",5531.91487498114,14.1
"883",8,"RB","min",9136.21395847517,48.6
"884",8,"RB","nor",8278.8234901361,25.5
"885",8,"RB","nwe",5418.51851368694,24.3
"886",8,"RB","nyg",4990.3614419219,24.9
"887",8,"RB","nyj",4998.98989700031,9.9
"888",8,"RB","phi",6367.21309342919,12.2
"889",8,"RB","pit",6883.0881704747,13.6
"890",8,"RB","sea",4596.90265579333,22.6
"891",8,"RB","sfo",5605.63909277235,26.6
"892",8,"RB","tam",6039.39393168044,13.2
"893",8,"RB","ten",8222.94369623883,23.1
"894",8,"TE","atl",5900,7.9
"895",8,"TE","bal",6999.99993829787,4.7
"896",8,"TE","buf",4799.99991875002,1.6
"897",8,"TE","car",4577.77777119342,5.4
"898",8,"TE","chi",5166.66661666667,3
"899",8,"TE","cin",4600,0
"900",8,"TE","cle",5000,4.4
"901",8,"TE","dal",5199.99998915663,8.3
"902",8,"TE","den",5225.64102531229,15.6
"903",8,"TE","det",5671.8749934082,12.8
"904",8,"TE","gnb",5308.48484045179,16.5
"905",8,"TE","ind",5036.28318580155,22.6
"906",8,"TE","kan",7726.48400249786,21.9
"907",8,"TE","lac",5599.99998113208,5.3
"908",8,"TE","lar",4855.55556159122,8.1
"909",8,"TE","lvr",5877.38092461735,8.4
"910",8,"TE","mia",4566.66667435897,3.9
"911",8,"TE","min",4455.26315761773,3.8
"912",8,"TE","nor",5207.42048788098,28.3
"913",8,"TE","nwe",4100,3.4
"914",8,"TE","nyg",5454.71697066572,10.6
"915",8,"TE","nyj",4400.00005000001,-1.2
"916",8,"TE","phi",5499.99993500001,2
"917",8,"TE","pit",5099.99999296875,12.8
"918",8,"TE","sea",4500.00000909091,3.3
"919",8,"TE","sfo",5519.23077585799,13
"920",8,"TE","tam",5383.13252791407,16.6
"921",8,"TE","ten",5396.47058949481,8.5
"922",8,"WR","atl",7663.54163339844,28.8
"923",8,"WR","bal",4904.20420262695,33.3
"924",8,"WR","buf",6549.45050935877,18.2
"925",8,"WR","car",5977.1084280556,33.2
"926",8,"WR","chi",5741.22621076928,47.3
"927",8,"WR","cin",5805.8679634836,40.9
"928",8,"WR","cle",5737.36260234271,9.1
"929",8,"WR","dal",5936.64595538366,16.1
"930",8,"WR","den",4922.4489790385,34.3
"931",8,"WR","det",5071.54255934529,37.6
"932",8,"WR","gnb",8028.73235959532,35.5
"933",8,"WR","ind",4886.53846004684,15.6
"934",8,"WR","kan",6395.23808887325,60.9
"935",8,"WR","lac",6589.31504784688,36.5
"936",8,"WR","lar",6697.84734835766,51.1
"937",8,"WR","lvr",5191.1999962816,12.5
"938",8,"WR","mia",5238.29786706655,18.8
"939",8,"WR","min",6620.19225672153,10.4
"940",8,"WR","nor",4950.37036109739,13.5
"941",8,"WR","nwe",4616.12903128685,18.6
"942",8,"WR","nyg",5687.00527391814,30.32
"943",8,"WR","nyj",4712.76595664328,18.8
"944",8,"WR","phi",5985.57691625678,31.2
"945",8,"WR","pit",6241.81817605785,22
"946",8,"WR","sea",7056.89319664549,51.5
"947",8,"WR","sfo",5467.25662850654,33.9
"948",8,"WR","tam",6393.38841705143,24.2
"949",8,"WR","ten",5999.99999195402,34.8
"950",9,"QB","ari",8600,37.92
"951",9,"QB","atl",7600,23.36
"952",9,"QB","bal",8100,18.6
"953",9,"QB","buf",8200,36
"954",9,"QB","car",7300,28.3
"955",9,"QB","chi",6800,21.6
"956",9,"QB","dal",6300,15.52
"957",9,"QB","den",7200,30.22
"958",9,"QB","det",6884.74576118931,17.7
"959",9,"QB","gnb",8107.29165932436,28.8
"960",9,"QB","hou",8300,24.24
"961",9,"QB","ind",6899.99998886139,8.08
"962",9,"QB","jac",6500,22.46
"963",9,"QB","kan",9300,30.88
"964",9,"QB","lac",7899.99999317406,23.44
"965",9,"QB","lvr",7000,14
"966",9,"QB","mia",6700,21.42
"967",9,"QB","min",7100,20.8
"968",9,"QB","nor",7686.61416590889,22.86
"969",9,"QB","nwe",7600,24.56
"970",9,"QB","nyg",6900,12.88
"971",9,"QB","nyj",6300,21.48
"972",9,"QB","pit",7691.89188519959,25.16
"973",9,"QB","sea",9000,24.1
"974",9,"QB","sfo",6500,12.64
"975",9,"QB","tam",7834.2204967977,5.26
"976",9,"QB","ten",7400,14.62
"977",9,"QB","was",6290.29126468093,16.48
"978",9,"RB","ari",7052.9914341369,11.7
"979",9,"RB","atl",6579.99996586667,15
"980",9,"RB","bal",5365.11626542275,12.9
"981",9,"RB","buf",5800,16.7
"982",9,"RB","car",9224.80415039369,38.3
"983",9,"RB","chi",4916.4473728099,15.2
"984",9,"RB","dal",6624.64786990181,14.2
"985",9,"RB","den",6223.63633689256,5.5
"986",9,"RB","det",5581.5999946944,25
"987",9,"RB","gnb",6578.43136208189,20.4
"988",9,"RB","hou",5014.76510430161,14.9
"989",9,"RB","ind",5919.999998,18
"990",9,"RB","jac",6605.06910914651,21.7
"991",9,"RB","kan",6750.399938784,12.5
"992",9,"RB","lac",4746.25407594457,30.7
"993",9,"RB","lvr",6094.64882013848,29.9
"994",9,"RB","mia",4500,13.8
"995",9,"RB","min",7985.13008935753,53.8
"996",9,"RB","nor",7453.0516112103,21.3
"997",9,"RB","nwe",5347.2527458278,27.3
"998",9,"RB","nyg",5078.08764457231,25.1
"999",9,"RB","nyj",5123.0769182117,11.7
"1000",9,"RB","pit",6269.84122413706,6.3
"1001",9,"RB","sea",5146.56862431517,20.4
"1002",9,"RB","sfo",5569.71428109061,17.5
"1003",9,"RB","tam",6058.6538479105,10.4
"1004",9,"RB","ten",8348.71785838265,7.8
"1005",9,"RB","was",5664.13501648774,23.7
"1006",9,"TE","ari",4300,2.1
"1007",9,"TE","atl",5600,9.7
"1008",9,"TE","bal",4998.058259261,10.3
"1009",9,"TE","buf",4699.99998939394,6.6
"1010",9,"TE","car",4600,1.3
"1011",9,"TE","chi",5299.99998551724,14.5
"1012",9,"TE","dal",5100,6.8
"1013",9,"TE","den",5666.66665925926,7.2
"1014",9,"TE","det",5934.10851497506,12.9
"1015",9,"TE","gnb",4526.82928316478,8.2
"1016",9,"TE","hou",5021.53844669823,6.5
"1017",9,"TE","ind",5079.71014725898,6.9
"1018",9,"TE","jac",4431.7073138608,8.2
"1019",9,"TE","kan",7999.99998133971,20.9
"1020",9,"TE","lac",5599.99997735849,5.3
"1021",9,"TE","lvr",6306.24996322545,11.2
"1022",9,"TE","mia",4944.44442921811,8.1
"1023",9,"TE","min",4543.58974314267,19.5
"1024",9,"TE","nor",4401.00883100872,31.72
"1025",9,"TE","nwe",4100,0
"1026",9,"TE","nyg",5375.34245787202,14.6
"1027",9,"TE","nyj",4100.00000526316,3.8
"1028",9,"TE","pit",5319.23075924556,10.4
"1029",9,"TE","sea",4449.64029029553,13.9
"1030",9,"TE","sfo",4767.99999685333,7.5
"1031",9,"TE","tam",5799.99984285719,0.7
"1032",9,"TE","ten",5499.99999705882,13.6
"1033",9,"TE","was",5000,4.3
"1034",9,"WR","ari",6014.98558739214,34.7
"1035",9,"WR","atl",5766.38115389314,46.7
"1036",9,"WR","bal",5360.799985568,12.5
"1037",9,"WR","buf",5742.21104958882,59.7
"1038",9,"WR","car",5882.90816016699,39.2
"1039",9,"WR","chi",5663.63635547854,34.1
"1040",9,"WR","dal",6106.14333504875,29.3
"1041",9,"WR","den",5326.75158867567,47.1
"1042",9,"WR","det",5412.65822452331,31.6
"1043",9,"WR","gnb",7600.20701883844,48.3
"1044",9,"WR","hou",6521.63587095467,37.9
"1045",9,"WR","ind",4906.2745097055,25.5
"1046",9,"WR","jac",5846.49859122551,35.7
"1047",9,"WR","kan",7322.37441070349,43.8
"1048",9,"WR","lac",6690.54051907232,37
"1049",9,"WR","lvr",5068.29268126115,20.5
"1050",9,"WR","mia",5208.76712236968,36.5
"1051",9,"WR","min",7140.15741967884,12.7
"1052",9,"WR","nor",6234.21828474604,33.9
"1053",9,"WR","nwe",5023.59881742066,33.9
"1054",9,"WR","nyg",5052.65700622885,20.7
"1055",9,"WR","nyj",5360.633483477,44.2
"1056",9,"WR","pit",6088.75255510223,48.9
"1057",9,"WR","sea",6940.82125008868,41.4
"1058",9,"WR","sfo",4500,32.6
"1059",9,"WR","tam",7063.13363034254,21.7
"1060",9,"WR","ten",7422.39578327094,19.2
"1061",9,"WR","was",6039.02438114879,36.9
"1062",10,"QB","ari",8800,30.9
"1063",10,"QB","bal",8100,22.46
"1064",10,"QB","buf",8700,28.86
"1065",10,"QB","car",6976.6081824892,20.52
"1066",10,"QB","chi",7000,3.44
"1067",10,"QB","cin",7200,12.52
"1068",10,"QB","cle",7000,5.38
"1069",10,"QB","den",7100,10.98
"1070",10,"QB","det",7300,23.04
"1071",10,"QB","gnb",8400,26.4
"1072",10,"QB","hou",8300,14.12
"1073",10,"QB","ind",6579.75133055283,22.52
"1074",10,"QB","jac",6700,9.76
"1075",10,"QB","lac",8000,21.48
"1076",10,"QB","lar",7400,10.48
"1077",10,"QB","lvr",6900,7.16
"1078",10,"QB","mia",6800,14.66
"1079",10,"QB","min",7100,18.58
"1080",10,"QB","nor",7199.13606049382,9.26
"1081",10,"QB","nwe",7700,16.82
"1082",10,"QB","nyg",6700,22.16
"1083",10,"QB","phi",7516.24128268582,8.62
"1084",10,"QB","pit",7399.9999952251,29.32
"1085",10,"QB","sea",8900,11.92
"1086",10,"QB","sfo",6599.99999753695,12.18
"1087",10,"QB","tam",7799.99999434673,31.84
"1088",10,"QB","ten",7500,10.78
"1089",10,"QB","was",6500,16
"1090",10,"RB","ari",6544.08601057926,18.6
"1091",10,"RB","bal",5439.73508875049,15.1
"1092",10,"RB","buf",5718.91891789628,3.7
"1093",10,"RB","car",5147.19099450827,8.9
"1094",10,"RB","chi",5300,2.3
"1095",10,"RB","cin",5359.73153973695,14.9
"1096",10,"RB","cle",7890.99097127939,33.3
"1097",10,"RB","den",5811.90476028912,8.4
"1098",10,"RB","det",5886.02940130839,27.2
"1099",10,"RB","gnb",7511.11109478114,19.8
"1100",10,"RB","hou",5731.57888374885,5.7
"1101",10,"RB","ind",5645.67164406861,33.5
"1102",10,"RB","jac",7087.87875254821,13.2
"1103",10,"RB","lac",5235.18517752629,16.2
"1104",10,"RB","lar",5544.79494864612,31.7
"1105",10,"RB","lvr",6511.57023895397,48.4
"1106",10,"RB","mia",4808.92018480901,21.3
"1107",10,"RB","min",8945.63747296519,14.9
"1108",10,"RB","nor",8383.78375558072,37
"1109",10,"RB","nwe",5576.53333118364,37.5
"1110",10,"RB","nyg",5413.41462457862,24.6
"1111",10,"RB","phi",6406.07902547648,32.9
"1112",10,"RB","pit",7137.14271877552,7
"1113",10,"RB","sea",5463.99998677333,7.5
"1114",10,"RB","sfo",5331.99998805333,7.5
"1115",10,"RB","tam",6399.99999363958,28.3
"1116",10,"RB","ten",7278.94734481379,17.1
"1117",10,"RB","was",5704.34782279064,36.8
"1118",10,"TE","ari",4300.0000037037,5.4
"1119",10,"TE","bal",6202.85712470748,10.5
"1120",10,"TE","buf",4499.99997307693,2.6
"1121",10,"TE","car",4400,1.2
"1122",10,"TE","chi",4500.00006666665,1.2
"1123",10,"TE","cin",4400,1.4
"1124",10,"TE","cle",5099.99996250001,1.6
"1125",10,"TE","den",5699.99996060606,3.3
"1126",10,"TE","det",5340.4761861678,4.2
"1127",10,"TE","gnb",5699.99994375,4.8
"1128",10,"TE","hou",4314.87604177993,12.1
"1129",10,"TE","ind",5267.1232872021,7.3
"1130",10,"TE","jac",4599.99998,2.5
"1131",10,"TE","lac",5345.31249382324,12.8
"1132",10,"TE","lar",4968.74999787946,11.2
"1133",10,"TE","lvr",6999.9998923077,5.2
"1134",10,"TE","mia",4611.11111089325,15.3
"1135",10,"TE","min",4400,6.3
"1136",10,"TE","nor",4500.00003599999,2.5
"1137",10,"TE","nwe",4100,2.5
"1138",10,"TE","nyg",4897.87233838841,4.7
"1139",10,"TE","phi",5258.64661791509,13.3
"1140",10,"TE","pit",5400,4.8
"1141",10,"TE","sea",4586.6666672,7.5
"1142",10,"TE","sfo",5000,11.4
"1143",10,"TE","tam",5399.55947092899,22.7
"1144",10,"TE","ten",5873.68420055402,9.5
"1145",10,"TE","was",4900,8.6
"1146",10,"WR","ari",7754.01926183249,31.1
"1147",10,"WR","bal",5108.19112511619,29.3
"1148",10,"WR","buf",6246.48759275927,58.08
"1149",10,"WR","car",6683.19669911482,24.4
"1150",10,"WR","chi",5552.91478871081,22.3
"1151",10,"WR","cin",6178.5454303643,27.5
"1152",10,"WR","cle",5606.76690806716,13.3
"1153",10,"WR","den",5292.1686724071,33.2
"1154",10,"WR","det",5495.36784364722,36.7
"1155",10,"WR","gnb",7057.33332232178,37.5
"1156",10,"WR","hou",6121.60802508523,19.9
"1157",10,"WR","ind",5203.04053947567,29.6
"1158",10,"WR","jac",5387.3111742098,33.1
"1159",10,"WR","lac",6737.86403918843,20.6
"1160",10,"WR","lar",6133.44827011296,29
"1161",10,"WR","lvr",5100.76335416934,13.1
"1162",10,"WR","mia",4944.70588568166,17
"1163",10,"WR","min",6886.71873220418,38.4
"1164",10,"WR","nor",6902.81682233684,7.1
"1165",10,"WR","nwe",5399.99998802395,13.36
"1166",10,"WR","nyg",5606.46387097977,26.3
"1167",10,"WR","phi",5486.11110951003,14.4
"1168",10,"WR","pit",5990.82125497056,62.1
"1169",10,"WR","sea",6610.52631223873,20.9
"1170",10,"WR","sfo",6178.16592012738,22.9
"1171",10,"WR","tam",7118.04509697175,39.9
"1172",10,"WR","ten",5991.17645179498,13.6
"1173",10,"WR","was",5522.10242294229,37.1
"1174",11,"QB","ari",9099.99998469891,20.26
"1175",11,"QB","atl",7800,7.28
"1176",11,"QB","bal",8400,17.54
"1177",11,"QB","car",6500,12.12
"1178",11,"QB","cin",7433.97912691536,13.42
"1179",11,"QB","cle",7000,7.06
"1180",11,"QB","dal",6900,19.82
"1181",11,"QB","den",6800,12.1
"1182",11,"QB","det",7500,7.62
"1183",11,"QB","gnb",9000,22.74
"1184",11,"QB","hou",7700,31.36
"1185",11,"QB","ind",6961.40651405312,23.32
"1186",11,"QB","jac",6500,2.04
"1187",11,"QB","kan",9200,22.52
"1188",11,"QB","lac",8500,27.74
"1189",11,"QB","lar",7200,25.04
"1190",11,"QB","lvr",7000,22.6
"1191",11,"QB","mia",6515.5172402497,11.6
"1192",11,"QB","min",7100,22.96
"1193",11,"QB","nor",4500,24.42
"1194",11,"QB","nwe",7600,19.2
"1195",11,"QB","nyj",6100,15.4
"1196",11,"QB","phi",7354.11763995156,17
"1197",11,"QB","pit",8046.29628418639,17.28
"1198",11,"QB","sea",8800,20.08
"1199",11,"QB","tam",7900,14.64
"1200",11,"QB","ten",7284.26965743933,23.14
"1201",11,"QB","was",6600,9.34
"1202",11,"RB","ari",6108.17843262255,26.9
"1203",11,"RB","atl",5792.42420955005,6.6
"1204",11,"RB","bal",5452.33159916239,19.3
"1205",11,"RB","car",6976.4044606426,17.8
"1206",11,"RB","cin",5888.11879045192,10.1
"1207",11,"RB","cle",7497.99998453,20
"1208",11,"RB","dal",6736.84209568906,30.4
"1209",11,"RB","den",6091.72931701057,26.6
"1210",11,"RB","det",4881.81817809917,6.6
"1211",11,"RB","gnb",7187.49999622845,23.2
"1212",11,"RB","hou",5541.66664548611,7.2
"1213",11,"RB","ind",5744.44444389575,24.3
"1214",11,"RB","jac",6780.64512869407,12.4
"1215",11,"RB","kan",6114.99998595588,34
"1216",11,"RB","lac",5515.2777648534,14.4
"1217",11,"RB","lar",5556.61764245242,13.6
"1218",11,"RB","lvr",6889.34909190505,16.9
"1219",11,"RB","mia",5235.0649257126,15.4
"1220",11,"RB","min",10385.7141916512,23.1
"1221",11,"RB","nor",7467.49996965,20
"1222",11,"RB","nwe",5586.22046911464,25.4
"1223",11,"RB","nyj",5069.00368890402,27.1
"1224",11,"RB","phi",6547.51772911322,14.1
"1225",11,"RB","pit",6140.62498092448,19.2
"1226",11,"RB","sea",5231.09243225055,23.8
"1227",11,"RB","tam",5946.08694749338,11.5
